trade_date,code,name,close,pct_chg,amount,turnover_rate,body_abs,prev_body_abs,body_wins_prev,volume_wins_prev,bullish_dual_win,bearish_dual_win,bullish_reversal_dual_win,bullish_continuation_dual_win,bearish_reversal_dual_win,bearish_continuation_dual_win,fire_k,fire_k_dual_win,fire_k_volume_expanded,attack_k,days_since_attack,retains_attack_close,center_not_falling_5d,volume_contracting_5d,range_contracting_5d,pre_ignition_window,ret_5d,prior_ret_5d,delta_net_displacement_5d,ret_10d,path_efficiency_5d,prior_path_efficiency_5d,delta_path_efficiency_5d,path_efficiency_10d,volume_intensity_5d,prior_volume_intensity_5d,delta_volume_intensity_5d,vp_conversion_efficiency_5d,prior_vp_conversion_efficiency_5d,delta_vp_conversion_efficiency_5d,near_or_breaks_20d_high,price_efficiency_improving,quiet_rising_efficiency,scan_score
2026-09-07,301117,ST佳缘,14.84,0.542,67113655.0,3.92176,0.22000000000000064,0.39000000000000057,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,True,True,True,True,0.06762589928057561,-0.21557562076749426,0.28320152004806987,-0.16252821670428885,0.520114124365337,-0.5969709820146476,1.1170851063799847,-0.3309223529070238,0.6794029037588182,1.6634652678841582,-0.98406236412534,0.09953725382454677,-0.12959430228543053,0.22913155610997732,False,True,False,9
2026-09-07,920821,则成电子,23.59,29.972,329178044.0,20.52088,5.300000000000001,0.4200000000000017,True,True,True,False,True,False,False,False,True,True,True,True,0.0,True,True,False,False,False,0.32602585722315913,0.030706836616454014,0.2953190206067051,0.3667439165701041,0.7407150915757683,0.34178269719478754,0.39893239438098077,0.6919783946048638,2.073729944075802,0.567399331141685,1.5063306129341172,0.15721712374098878,0.054118563295920116,0.10309856044506867,True,True,False,8
2026-09-07,688655,迅捷兴,50.52,20.0,620997215.0,9.56634,6.6200000000000045,4.899999999999999,True,True,True,False,True,False,False,False,True,True,False,True,0.0,True,True,False,False,False,0.16405529953917064,0.038525963149078635,0.125529336390092,0.20890165111270642,0.39188919875249645,0.14372371590848615,0.2481654828440103,0.3042187094934202,1.0189679830935061,1.0926500024741115,-0.07368201938060537,0.16100142719019664,0.03525919833601194,0.1257422288541847,True,True,False,8
2026-09-07,301550,斯菱智驱,97.75,19.998,1588661869.0,8.12371,9.11,9.040000000000006,True,True,True,False,True,False,False,False,True,True,True,True,0.0,True,True,False,False,False,0.09376748349558017,0.028660220994475294,0.06510726250110488,0.1251151012891345,0.254136533830463,0.15849032860407242,0.09564620522639056,0.22756574364345195,0.9189081388803135,0.7136269132729403,0.20528122560737327,0.1020422820607896,0.040161351066525214,0.06188093099426438,True,True,False,8
2026-09-07,300488,恒锋工具,36.08,15.567,495375093.0,8.71094,5.0,1.3900000000000006,True,True,True,False,True,False,False,False,True,True,True,True,0.0,True,True,False,False,False,0.11530139103554848,0.027310257224515855,0.08799113381103263,0.14576055890758965,0.49688993704815426,0.2969525026401195,0.19993743440803474,0.449858032627205,1.2450205911077037,0.9150758652213787,0.32994472588632495,0.09261002738353429,0.029844801138874808,0.06276522624465948,True,True,False,8
2026-09-07,688435,英方软件,37.63,14.273,433509732.0,20.59677,4.220000000000006,2.629999999999999,True,True,True,False,False,True,False,False,True,True,True,True,0.0,True,True,False,False,False,0.2345800524934385,0.021105527638190846,0.21347452485524765,0.2606365159128978,0.7347231424416741,0.4433849314179326,0.2913382110237415,0.7104179616192351,1.9183809640379963,1.010273683351397,0.9081072806865993,0.12228022321472135,0.02089090113500447,0.10138932207971688,True,True,False,8
2026-09-07,688656,浩欧博,116.92,11.907,178544862.0,2.46924,12.980000000000004,0.060000000000002274,True,True,True,False,False,True,False,False,True,True,True,True,0.0,True,True,False,False,False,0.2123600165906263,0.016441821247892063,0.19591819534273425,0.23229342327150082,0.8171830381960401,0.18148987536272734,0.6356931628333128,0.6628206453044313,1.3681963672906972,0.9298992870087172,0.43829708028198,0.15521165065738457,0.017681292455639805,0.13753035820174475,True,True,False,8
2026-09-07,688143,长盈通,181.2,11.166,2856239449.0,13.57027,19.829999999999984,11.0,True,True,True,False,True,False,False,False,True,True,False,True,0.0,True,True,False,False,False,0.12560566530003725,0.07162827852483011,0.05397738677520714,0.20623086140327507,0.4609818314167911,0.3228607098646372,0.1381211215521539,0.41719330439328917,0.8540158620023586,0.9437491970400255,-0.0897333350376669,0.14707650160681718,0.07589757824375905,0.07117892336305813,True,True,False,8
2026-09-07,300901,中胤时尚,21.36,11.019,288036074.0,5.69396,1.4600000000000009,0.740000000000002,True,True,True,False,True,False,False,False,True,True,True,True,0.0,True,True,False,False,False,0.11076443057722307,0.006806282722513046,0.10395814785471003,0.11832460732984273,0.4947170292209269,0.018142412553579877,0.476574616667347,0.19751938020965162,1.277214082823485,1.5319096399336039,-0.2546955571101188,0.08672346481833387,0.004443005347761924,0.08228045947057194,True,True,False,8
2026-09-07,000816,智慧农业,3.25,10.169,364425744.0,7.88657,0.2999999999999998,0.040000000000000036,True,True,True,False,False,True,False,False,True,True,True,True,0.0,True,True,False,False,False,0.1054421768707483,0.05755395683453246,0.047888220036215845,0.1690647482014389,0.5116384062504151,0.41837596427075097,0.09326244197966416,0.49196431937082324,1.2675873725498938,1.5784320262046048,-0.3108446536547109,0.08318336010135503,0.03646274016178129,0.04672061993957374,True,True,False,8
2026-09-07,600400,红豆股份,3.15,10.14,190737079.0,2.71633,0.27,0.040000000000000036,True,True,True,False,True,False,False,False,True,True,True,True,0.0,True,True,False,False,False,0.07876712328767121,-0.02341137123745829,0.1021784945251295,0.05351170568561869,0.6111727992529228,-0.7693277852063416,1.3805005844592644,0.33589757670136217,0.809620905755495,0.7885426507864282,0.02107825496906679,0.09728889499730735,-0.029689416563720043,0.1269783115610274,False,True,False,8
2026-09-07,000759,中百集团,7.0,10.063,857306705.0,19.05184,0.71,0.10000000000000053,True,True,True,False,False,True,False,False,True,True,False,True,0.0,True,True,False,False,False,0.14379084967320255,0.08127208480565362,0.06251876486754893,0.23674911660777376,0.6286182890107469,0.42268918321548465,0.20592910579526225,0.5623294281479778,1.214814729261798,0.9524585217598631,0.2623562075019348,0.11836442727409094,0.08532873920376786,0.033035688070323074,False,True,False,8
2026-09-07,002483,润邦股份,6.02,10.055,288188835.0,5.50404,0.47999999999999954,0.03000000000000025,True,True,True,False,True,False,False,False,True,True,True,True,0.0,True,True,False,False,False,0.10865561694290982,-0.005494505494505586,0.1141501224374154,0.10256410256410242,0.8869796667640409,-0.12914435346510225,1.0161240202291433,0.6214268409914313,0.9705606569799275,0.7022178937149617,0.26834276326496587,0.11195139238490372,-0.007824502257323378,0.1197758946422271,True,True,False,8
