trade_date,code,name,close,pct_chg,amount,turnover_rate,body_abs,prev_body_abs,body_wins_prev,volume_wins_prev,bullish_dual_win,bearish_dual_win,bullish_reversal_dual_win,bullish_continuation_dual_win,bearish_reversal_dual_win,bearish_continuation_dual_win,fire_k,fire_k_dual_win,fire_k_volume_expanded,attack_k,days_since_attack,retains_attack_close,center_not_falling_5d,volume_contracting_5d,range_contracting_5d,pre_ignition_window,ret_5d,prior_ret_5d,delta_net_displacement_5d,ret_10d,path_efficiency_5d,prior_path_efficiency_5d,delta_path_efficiency_5d,path_efficiency_10d,volume_intensity_5d,prior_volume_intensity_5d,delta_volume_intensity_5d,vp_conversion_efficiency_5d,prior_vp_conversion_efficiency_5d,delta_vp_conversion_efficiency_5d,near_or_breaks_20d_high,price_efficiency_improving,quiet_rising_efficiency,scan_score
2026-08-24,301598,博科测试,55.46,17.078319611568514,195738071.0,19.627326891228837,3.219999999999999,0.12000000000000455,True,True,True,False,True,False,False,False,True,True,True,True,0.0,True,True,False,False,False,0.13461538461538458,-0.001021867974657642,0.13563725259004222,0.13345595749029227,0.5820583702156242,-0.024106221124899872,0.6061645913405241,0.48766188318712955,1.7044695385914375,0.8212293169971547,0.8832402215942827,0.07897787644044954,-0.0012443150207960517,0.0802221914612456,True,True,False,8
2026-08-24,301216,万凯新材,19.13,15.869170199878843,951227662.0,9.42594441061886,1.6400000000000006,0.10000000000000142,True,True,True,False,False,True,False,False,True,True,True,True,0.0,True,True,False,False,False,0.08940774487471526,0.020930232558139528,0.06847751231657573,0.11220930232558146,0.3833365711585722,0.17855484917072112,0.2047817219878511,0.3201810294993549,1.373882482713563,0.8531963715376109,0.5206861111759521,0.06507670488535928,0.024531553645053068,0.04054515124030622,True,True,False,8
2026-08-24,688356,键凯科技,124.0,15.520775107136197,1890200801.0,24.955436623155215,7.680000000000007,0.0,True,True,True,False,False,False,False,False,True,True,True,True,0.0,True,True,False,True,False,0.5501937742217777,0.03479948253557574,0.515394291686202,0.6041397153945667,0.8814026843414717,0.3915351524216512,0.4898675319198205,0.8471962600959515,1.8663476735114684,1.2872203666508295,0.5791273068606388,0.29479704238953897,0.027034595969079648,0.2677624464204593,True,True,False,8
2026-08-24,688136,科兴制药,23.6,14.841849148418495,713380632.0,15.064203282421962,2.3800000000000026,0.48999999999999844,True,True,True,False,True,False,False,False,True,True,True,True,0.0,True,True,False,False,False,0.1368015414258188,0.011203117389186668,0.12559842403663213,0.14953726254262056,0.40000463344109083,0.18558725375915655,0.21441737968193428,0.37164518955637565,1.7658318789298872,1.1159179371824712,0.649913941747416,0.07747144168034953,0.010039373878578287,0.06743206780177124,True,True,False,8
2026-08-24,301234,五洲医疗,110.0,14.464099895941734,502105256.0,11.798533985766069,13.0,5.549999999999997,True,True,True,False,False,True,False,False,True,True,True,True,0.0,True,True,True,False,False,0.16959064327485374,0.02350636630754166,0.14608427696731208,0.19708346936554566,0.6268018340693928,0.18698038447220328,0.43982144959718955,0.4973330141378653,0.6337707690576868,0.8208296877980414,-0.18705891874035463,0.2675898787932539,0.028637324717871573,0.23895255407538235,True,True,False,8
2026-08-24,300839,博汇股份,14.12,13.231756214915785,538559464.0,15.191023246519887,2.119999999999999,2.1000000000000014,True,True,True,False,False,True,False,False,True,True,True,True,0.0,True,True,False,False,False,0.3049907578558224,0.0009250693802034249,0.304065688475619,0.3061979648473634,0.7956577584971075,0.014874470527572682,0.7807832879695348,0.6872964231939136,1.9191838341311693,0.6774849507547329,1.2416988833764364,0.1589169064639888,0.0013654463898760815,0.15755146007411272,True,True,False,8
2026-08-24,920206,彩客科技,47.41,11.291079812206561,196048969.0,15.978599607783483,4.459999999999994,0.7199999999999989,True,True,True,False,False,True,False,False,True,True,True,True,0.0,True,True,False,False,False,0.29783739392280295,0.04670487106017207,0.2511325228626309,0.35845272206303713,0.7952500731495504,0.3291782207248641,0.46607185242468635,0.6941328085961281,2.0240787783247387,0.7707538308880586,1.25332494743668,0.14714713533497586,0.06059635280224162,0.08655078253273424,True,True,False,8
2026-08-24,002277,友阿股份,6.44,10.085470085470098,530373394.0,5.961278114162032,0.3200000000000003,0.1999999999999993,True,True,True,False,False,True,False,False,True,True,True,True,0.0,True,True,False,False,False,0.10463121783876517,0.013913043478260834,0.09071817436050433,0.1200000000000001,0.49936007408488214,0.190972578263053,0.3083874958218291,0.4249529196754289,1.2951447633818827,0.9443880024902322,0.3507567608916504,0.0807872762930007,0.014732338235528077,0.06605493805747262,True,True,False,8
2026-08-24,600610,中毅达,8.66,10.038119440914867,696790718.0,11.99840226141895,0.9299999999999997,0.23000000000000043,True,True,True,False,False,True,False,False,True,True,False,True,0.0,True,True,False,False,False,0.21458625525946706,-0.00834492350486793,0.222931178764335,0.20445062586926288,0.84803057304122,-0.08214857202236184,0.9301791450635818,0.5765278686312849,2.4046996789759065,0.6623997677095083,1.7422999112663984,0.08923619740775832,-0.012598016955415885,0.1018342143631742,True,True,False,8
2026-08-24,002084,海鸥住工,3.95,10.027855153203353,19296785.0,0.7578344689190529,0.0,0.19999999999999973,False,False,False,False,False,False,False,False,False,False,False,False,1.0,True,True,False,False,False,0.10644257703081239,0.022922636103151817,0.08351994092766057,0.13180515759312317,0.4559963635072318,0.36503845040852867,0.0909579130987031,0.4449514356959802,1.3911575412249666,1.0977542216029936,0.29340331962197297,0.07651367575313267,0.020881391892694414,0.05563228386043825,True,True,True,8
2026-08-24,600508,上海能源,9.88,10.022271714922052,346728218.0,3.5398505562137847,0.6800000000000015,0.20000000000000107,True,True,True,False,False,True,False,False,True,True,True,True,0.0,True,True,False,False,False,0.1421965317919076,-0.010297482837528626,0.15249401462943624,0.1304347826086958,1.0308845564244726,-0.19981302761906253,1.2306975840435352,0.6884118462082912,1.549070543019266,0.8420763871925603,0.7069941558267057,0.09179474261692103,-0.012228680193562854,0.10402342281048388,True,True,False,8
2026-08-24,002620,*ST瑞和,5.71,10.019267822736023,74966222.0,4.338853710022997,0.5499999999999998,0.3100000000000005,True,True,True,False,False,True,False,False,True,True,True,True,0.0,True,True,False,False,False,0.115234375,0.009861932938856066,0.10537244206114393,0.12623274161735698,0.5807271062906321,0.1539275042779225,0.42679960201270956,0.48088684853361197,1.0218357103770217,0.7047399585900121,0.31709575178700955,0.11277192001587275,0.013993718986201718,0.09877820102967103,True,True,False,8
2026-08-24,002412,汉森制药,11.21,10.009813542688924,403946812.0,7.3328033825789145,0.3100000000000005,0.0,True,True,True,False,False,False,False,False,True,True,True,True,0.0,True,True,False,False,False,0.49267643142476714,0.03301237964236581,0.45966405178240133,0.5419532324621734,1.1741910125780872,0.6690187474400484,0.5051722651380388,1.1557170525244576,0.8001993589465132,0.6077308083921442,0.19246855055436896,0.6156921096180216,0.054320727510434604,0.561371382107587,True,True,False,8
2026-08-24,603565,中谷物流,13.52,10.008136696501225,731250401.0,2.6169976474273593,1.049999999999999,0.3199999999999985,True,True,True,False,False,True,False,False,True,True,True,True,0.0,True,True,False,False,False,0.267104029990628,0.02596153846153837,0.24114249152908962,0.2999999999999998,1.0919606723996138,0.2666789548339517,0.8252817175656622,0.8772934024707011,1.706387303396859,1.2403571736095345,0.4660301297873246,0.15653189018630836,0.020930695620510906,0.13560119456579744,True,True,False,8
