trade_date,code,name,close,pct_chg,amount,turnover_rate,attack_k,days_since_attack,retains_attack_close,center_not_falling_5d,volume_contracting_5d,range_contracting_5d,pre_ignition_window,scan_score
2026-08-21,002346,柘中股份,23.07,-2.535,431648274.0,,False,3.0,False,True,False,False,False,1
2026-08-21,301282,金禄电子,35.77,-2.561,848681449.0,,False,3.0,False,True,False,False,False,1
2026-08-21,002428,云南锗业,100.88,-2.588,6230669095.0,,False,4.0,False,True,False,False,False,1
2026-08-21,920174,五新智能,28.23,-2.588,27223145.0,,False,3.0,False,True,False,False,False,1
2026-08-21,688169,石头科技,116.46,-2.625,397153037.0,,False,3.0,False,True,False,False,False,1
2026-08-21,300143,盈康生命,7.69,-2.658,95929052.0,,False,5.0,False,True,False,False,False,1
2026-08-21,300813,泰林生物,21.13,-2.672,99677602.0,,False,1.0,False,True,False,False,False,1
2026-08-21,920765,美之高,14.2,-2.673,18229480.0,,False,1.0,False,True,False,False,False,1
2026-08-21,000930,中粮科技,4.72,-2.68,114033688.0,,False,3.0,False,True,False,False,False,1
2026-08-21,920211,新睿电子,108.5,-2.691,57583984.0,,False,3.0,False,True,False,False,False,1
2026-08-21,000564,供销大集,1.43,-2.721,403662534.0,,False,4.0,False,True,False,False,False,1
2026-08-21,688687,凯因科技,18.18,-2.729,91676031.0,,False,1.0,False,True,False,False,False,1
2026-08-21,300418,昆仑万维,43.82,-2.73,3200260681.0,,False,1.0,False,True,False,True,False,1
2026-08-21,920799,艾融软件,31.19,-2.744,182217337.0,,False,3.0,False,True,False,False,False,1
2026-08-21,920273,一致魔芋,17.64,-2.756,29677405.0,,False,3.0,False,True,False,False,False,1
2026-08-21,000626,远大控股,8.11,-2.758,135631738.0,,False,1.0,False,True,False,False,False,1
2026-08-21,300021,大禹节水,3.85,-2.778,68235055.0,,False,3.0,False,True,False,False,False,1
2026-08-21,000831,中国稀土,56.33,-2.796,2213142519.0,,False,5.0,False,True,False,False,False,1
2026-08-21,688163,赛伦生物,34.0,-2.802,43296665.0,,False,1.0,False,True,False,False,False,1
2026-08-21,920445,龙竹科技,6.91,-2.813,19951954.0,,False,4.0,False,True,False,False,False,1
2026-08-21,002772,众兴菌业,10.43,-2.886,132827515.0,,False,3.0,False,True,False,False,False,1
2026-08-21,688307,中润光学,49.78,-2.887,257564635.0,,False,4.0,False,True,False,False,False,1
2026-08-21,688530,欧莱新材,62.86,-2.889,482677132.0,,False,4.0,False,True,False,True,False,1
2026-08-21,003043,华亚智能,71.63,-2.901,372298289.0,,False,3.0,False,True,False,False,False,1
2026-08-21,600692,亚通股份,6.3,-2.928,74340657.0,,False,1.0,False,True,False,False,False,1
2026-08-21,688503,聚和材料,91.76,-2.93,1748140142.0,,False,3.0,False,True,False,False,False,1
2026-08-21,600540,新赛股份,3.95,-2.948,119834610.0,,False,3.0,False,True,False,False,False,1
2026-08-21,688019,安集科技,241.07,-2.955,1286466855.0,,False,4.0,False,True,False,False,False,1
2026-08-21,002124,天邦食品,2.27,-2.991,167056894.0,,False,3.0,False,True,False,False,False,1
2026-08-21,002632,道明光学,8.43,-2.992,163110248.0,,False,1.0,False,True,False,False,False,1
2026-08-21,688662,富信科技,91.82,-3.0,911888579.0,,False,4.0,False,True,False,False,False,1
2026-08-21,301501,恒鑫生活,28.1,-3.003,47219374.0,,False,4.0,False,True,False,False,False,1
2026-08-21,301556,托普云农,58.0,-3.01,121909016.0,,False,3.0,False,True,False,False,False,1
2026-08-21,001333,光华股份,21.52,-3.019,167905764.0,,False,1.0,False,True,False,False,False,1
2026-08-21,002953,日丰股份,10.82,-3.047,323339303.0,,False,2.0,False,True,False,False,False,1
2026-08-21,688378,奥来德,45.81,-3.048,424823707.0,,False,4.0,False,True,False,False,False,1
2026-08-21,920943,优机股份,15.57,-3.051,48654574.0,,False,3.0,False,True,False,False,False,1
2026-08-21,603739,蔚蓝生物,12.29,-3.076,89383599.0,,False,3.0,False,True,False,False,False,1
2026-08-21,000597,东北制药,5.01,-3.095,216161320.0,,False,3.0,False,True,False,False,False,1
2026-08-21,002022,科华生物,5.62,-3.103,98052199.0,,False,1.0,False,True,False,False,False,1
2026-08-21,603366,日出东方,7.18,-3.104,205488157.0,,False,2.0,False,True,False,False,False,1
2026-08-21,688575,亚辉龙,9.55,-3.144,113050392.0,,False,1.0,False,True,False,False,False,1
2026-08-21,300171,东富龙,14.43,-3.154,457428240.0,,False,1.0,False,True,False,False,False,1
2026-08-21,301058,中粮科工,8.26,-3.165,82244167.0,,False,3.0,False,True,False,False,False,1
